,Label1,Label2,Count,Total_Label_1,Total_Label_2,p_value,p_value_fdr
223,BspA type Leucine rich repeat region (6 copies),"Putative binding domain, N-terminal",16,1981,282,3.330236232112988e-07,2.3638618115825698e-06
224,BspA type Leucine rich repeat region (6 copies),Viral BACON domain,20,1981,260,6.169286684112208e-11,9.386485707681246e-10
225,BspA type Leucine rich repeat region (6 copies),CUB domain,6,1981,42,9.549338095559539e-06,4.2747708119048406e-05
226,BspA type Leucine rich repeat region (6 copies),S-layer homology domain,54,1981,975,2.22366446708589e-20,7.859608578792298e-19
227,"Bacterial surface protein, Ig-like domain",BspA type Leucine rich repeat region (6 copies),21,155,1981,2.819806575658725e-16,7.611637149464159e-15
228,Branched-chain amino acid transport system / permease component,Voltage gated chloride channel,2,14,79,1.9661798317666063e-05,7.906398362784543e-05
229,OPT oligopeptide transporter protein,Voltage gated chloride channel,2,14,79,1.9661798317666063e-05,7.906398362784543e-05
230,"Iron dependent repressor, metal binding and dimerisation domain",Voltage gated chloride channel,2,92,79,0.0008832450267822799,0.0018998083240171853
231,"Iron dependent repressor, N-terminal DNA binding domain",Voltage gated chloride channel,2,92,79,0.0008832450267822799,0.0018998083240171853
232,ABC 3 transport family,Voltage gated chloride channel,2,19,79,3.6890699682381295e-05,0.0001325437006659597
233,FeoA domain,Voltage gated chloride channel,2,41,79,0.00017572246309951106,0.00048594534833604257
234,Type IV leader peptidase family,Voltage gated chloride channel,1,14,79,0.0065414137077212196,0.010538944306884186
235,Bacterial Peptidase A24 N-terminal domain,Voltage gated chloride channel,1,14,79,0.0065414137077212196,0.010538944306884186
236,Branched-chain amino acid transport system / permease component,CBS domain,2,14,132,5.503697071890744e-05,0.0001872017508726516
237,CBS domain,OPT oligopeptide transporter protein,2,132,14,5.5036970718907416e-05,0.0001872017508726516
238,CBS domain,"Iron dependent repressor, metal binding and dimerisation domain",2,132,92,0.0024324523898625293,0.004549187596344747
239,CBS domain,"Iron dependent repressor, N-terminal DNA binding domain",2,132,92,0.0024324523898625293,0.004549187596344747
240,ABC 3 transport family,CBS domain,2,19,132,0.0001031557530151059,0.0003114252453049124
241,CBS domain,FeoA domain,2,132,41,0.0004891090721223935,0.0011562030735423265
242,CBS domain,Type IV leader peptidase family,1,132,14,0.0109076627206323,0.016418267603881057
243,Bacterial Peptidase A24 N-terminal domain,CBS domain,1,14,132,0.0109076627206323,0.016418267603881057
244,ADP-Ribosyltransferase in polyvalent proteins,Heterokaryon incompatibility protein Het-C,2,11,14,3.5212408337245796e-07,2.479860242470134e-06
245,ADP-Ribosyltransferase in polyvalent proteins,PAAR motif,2,11,14,3.5212408337245796e-07,2.479860242470134e-06
246,Heterokaryon incompatibility protein Het-C,Large polyvalent protein-associated domain 3,2,14,17,8.704589214350047e-07,5.445833318762964e-06
247,Large polyvalent protein-associated domain 3,PAAR motif,2,17,14,8.704589214350047e-07,5.445833318762964e-06
248,Heterokaryon incompatibility protein Het-C,Large polyvalent protein associated domain 23,2,14,8,1.7928869476337504e-07,1.3725110483607205e-06
249,Large polyvalent protein associated domain 23,PAAR motif,2,8,14,1.7928869476337504e-07,1.3725110483607205e-06
250,Helix-hairpin-helix motif,IclR helix-turn-helix domain,4,349,244,0.001761437667878342,0.0034470231552830286
251,IclR helix-turn-helix domain,SLBB domain,2,244,105,0.010328957903441745,0.015651895304679322
252,IclR helix-turn-helix domain,Type II intron maturase,3,244,22,4.5202176782605265e-06,2.2537868563634655e-05
253,Cytochrome b/b6/petB,IclR helix-turn-helix domain,3,32,244,1.4403508591368472e-05,6.082952351791787e-05
254,IclR helix-turn-helix domain,Reverse transcriptase (RNA-dependent DNA polymerase),3,244,1632,0.4209372330261811,0.4500488584236354
255,Bacterial transcriptional regulator,Helix-hairpin-helix motif,2,64,349,0.007916890682240269,0.012430522335536643
256,Bacterial transcriptional regulator,SLBB domain,2,64,105,0.0007554489581744708,0.0016654673321434624
257,Bacterial transcriptional regulator,Type II intron maturase,3,64,22,7.995911080852406e-08,6.718059870734872e-07
258,Bacterial transcriptional regulator,Cytochrome b/b6/petB,3,64,32,2.568327584060219e-07,1.8959410730315297e-06
259,Bacterial transcriptional regulator,Reverse transcriptase (RNA-dependent DNA polymerase),3,64,1632,0.024376676632745065,0.033526442911751345
260,Nuclease domain,RuvC nuclease domain,413,906,1167,0.0,0.0
261,Nuclease domain,Nuclease domain,163,906,906,7.571738793533096e-195,2.1446690826559428e-192
262,CRISPR-associated endonuclease Cas9 alpha-helical lobe,Nuclease domain,53,139,906,6.609084670999979e-83,8.134288317992057e-81
263,HNH endonuclease,Nuclease domain,54,21075,906,0.9999999999806812,1.0
264,"Leucyl-tRNA synthetase, editing domain",Nuclease domain,7,32,906,3.7911289571207256e-10,5.05410531569215e-09
265,RuvC nuclease domain,RuvC nuclease domain,275,1167,1167,0.0,0.0
266,CRISPR-associated endonuclease Cas9 alpha-helical lobe,RuvC nuclease domain,55,139,1167,6.02811131685009e-81,7.289079397573644e-79
267,HNH endonuclease,RuvC nuclease domain,56,21075,1167,1.0,1.0
268,"Leucyl-tRNA synthetase, editing domain",RuvC nuclease domain,7,32,1167,2.167049892847435e-09,2.5358285588232263e-08
269,DEAD/DEAH box helicase,DEAD/DEAH box helicase,1690,8905,8905,0.0,0.0
270,DEAD/DEAH box helicase,Helicase conserved C-terminal domain,2932,8905,8058,0.0,0.0
271,"Cas3, HD domain",DEAD/DEAH box helicase,2191,6232,8905,0.0,0.0
272,Cas3 C-terminal domain,DEAD/DEAH box helicase,400,1295,8905,1.9422265135144728e-189,5.354589015991834e-187
273,Helicase conserved C-terminal domain,Helicase conserved C-terminal domain,1318,8058,8058,0.0,0.0
274,"Cas3, HD domain",Helicase conserved C-terminal domain,1876,6232,8058,0.0,0.0
275,Cas3 C-terminal domain,Helicase conserved C-terminal domain,384,1295,8058,7.314574800980359e-190,2.0438305832414984e-187
276,Sigma-70 region 2,"Sigma-70, region 4",605,1441,1376,0.0,0.0
277,Sigma-70 region 2,Sigma-70 region 2,313,1441,1441,0.0,0.0
278,Antitoxin Xre-like helix-turn-helix domain,Sigma-70 region 2,15,96,1441,6.076391333908551e-15,1.4763988673469696e-13
279,Antitoxin Xre/MbcA/ParS C-terminal toxin-binding domain,Sigma-70 region 2,15,54,1441,5.6135673823712015e-19,1.8023560988398964e-17
280,Copper chaperone PCu(A)C,Sigma-70 region 2,13,34,1441,9.697987988552316e-19,3.042872498320125e-17
281,Predicted metal-binding integral membrane protein (DUF2182),Sigma-70 region 2,13,34,1441,9.697987988552316e-19,3.042872498320125e-17
282,"Sigma-70, region 4","Sigma-70, region 4",292,1376,1376,1.4046e-320,6.05073e-318
283,Antitoxin Xre-like helix-turn-helix domain,"Sigma-70, region 4",13,96,1376,1.4592202385213528e-12,2.6701147674253107e-11
284,Antitoxin Xre/MbcA/ParS C-terminal toxin-binding domain,"Sigma-70, region 4",13,54,1376,5.49453629769131e-16,1.4472678602211875e-14
285,Copper chaperone PCu(A)C,"Sigma-70, region 4",13,34,1376,5.34885778964056e-19,1.7200362755271827e-17
286,Predicted metal-binding integral membrane protein (DUF2182),"Sigma-70, region 4",13,34,1376,5.34885778964056e-19,1.7200362755271827e-17
287,Domain of unknown function (DUF2436),Family of unknown function (DUF5689),1,12,29,0.0020625515045458193,0.003940439569388701
288,Domain of unknown function (DUF2436),Viral BACON domain,1,12,260,0.018353126585764365,0.026017249308504718
289,Domain of unknown function (DUF2436),KxYKxGKxW signal peptide,2,12,102,2.3833896604853764e-05,9.242563392696197e-05
290,Bacterial Ig-like domain (group 3),Domain of unknown function (DUF2436),2,275,12,0.00017313526852088737,0.0004795603412198779
291,Domain of unknown function (DUF2436),LPXTG cell wall anchor motif,2,12,577,0.0007545959759324585,0.0016639416651760097
292,Domain of unknown function (DUF2436),"Mycoplasma protein of unknown function, DUF285",2,12,823,0.0015211219770968826,0.003035930417030139
293,Cleaved Adhesin Domain,Family of unknown function (DUF5689),1,77,29,0.013163521165427738,0.019368257819508242
294,Cleaved Adhesin Domain,Viral BACON domain,1,77,260,0.11208825765340197,0.13205976658116197
295,Cleaved Adhesin Domain,KxYKxGKxW signal peptide,2,77,102,0.0010298643810861766,0.002168262479148648
296,Bacterial Ig-like domain (group 3),Cleaved Adhesin Domain,2,275,77,0.007157959003824321,0.011394650729238238
297,Cleaved Adhesin Domain,LPXTG cell wall anchor motif,2,77,577,0.028903038101688625,0.03898676487889723
298,Cleaved Adhesin Domain,"Mycoplasma protein of unknown function, DUF285",2,77,823,0.05478564783058067,0.06896401072646514
299,Cohesin domain,Family of unknown function (DUF5689),1,78,29,0.013333370522366309,0.019579156472620422
300,Cohesin domain,Viral BACON domain,3,78,260,0.0002533075077601228,0.0006620704510120162
301,Cohesin domain,KxYKxGKxW signal peptide,6,78,102,1.0479578518923246e-11,1.7616767889087477e-10
302,Bacterial Ig-like domain (group 3),Cohesin domain,2,275,78,0.0073384730212015725,0.011653299029213188
303,Cohesin domain,LPXTG cell wall anchor motif,2,78,577,0.029597630925765058,0.03980424160338498
304,Cohesin domain,"Mycoplasma protein of unknown function, DUF285",5,78,823,4.3094075562926594e-05,0.00015172079012678924
305,"CRISPR-associated nuclease/helicase Cas3, I-F/YPEST, Cas2 domain",Helicase conserved C-terminal domain,35,143,8058,9.581343425420939e-16,2.485739498211151e-14
306,Alpha helical recognition lobe domain,RuvC nuclease domain,276,574,1167,0.0,0.0
307,Alpha helical recognition lobe domain,Nuclease domain,177,574,906,1.329646074322039e-258,4.507064242419148e-256
308,"Mechanosensitive ion channel MscS, C-terminal",RNA pseudouridylate synthase,2,38,62,9.277163296923582e-05,0.0002849291455497421
309,"Mechanosensitive ion channel, beta-domain",RNA pseudouridylate synthase,2,46,62,0.0001363253137036596,0.0003917174140426028
310,"Mechanosensitive ion channel MscS, C-terminal",S4 domain,2,38,84,0.00017048725065357934,0.0004734306851684206
311,"Mechanosensitive ion channel, beta-domain",S4 domain,2,46,84,0.0002503523185933874,0.0006555895252729828
312,Pre-toxin TG,Tape measure protein,2,4,8,1.1824038126869e-08,1.1931949065362146e-07
313,Proteins of 100 residues with WXG,Tape measure protein,2,4,8,1.1824038126869e-08,1.1931949065362146e-07
314,CW_7 repeat,Pre-toxin TG,2,4,4,2.5338026233781367e-09,2.8841668644844996e-08
315,CW_7 repeat,Proteins of 100 residues with WXG,2,4,4,2.5338026233781367e-09,2.8841668644844996e-08
316,His Kinase A (phospho-acceptor) domain,Response regulator receiver domain,371,4527,4193,3.3644375160394156e-89,4.459389392253013e-87
317,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",Response regulator receiver domain,489,6352,4193,1.3784644106812015e-108,2.143045760876331e-106
318,PAS domain,Response regulator receiver domain,371,3511,4193,7.493238657885829e-122,1.2911474644092107e-119
319,Recombinase,Response regulator receiver domain,16,708,4193,0.68500645137587,0.7139411459800828
320,"Resolvase, N terminal domain",Response regulator receiver domain,16,700,4193,0.6679764496338347,0.6967537229016193
321,Recombinase zinc beta ribbon domain,Response regulator receiver domain,8,345,4193,0.6276323896035516,0.6563934510056465
322,PAS fold,Response regulator receiver domain,494,4419,4193,6.572856275575644e-174,1.6574018196350927e-171
323,His Kinase A (phospho-acceptor) domain,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",804,4527,6352,6.955785821488202e-305,2.8200937927629717e-302
324,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase","Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",578,6352,6352,5.781099615756627e-85,7.200951611746974e-83
325,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",PAS domain,507,6352,3511,5.721419306384551e-150,1.2196060515269419e-147
326,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",Recombinase,154,6352,708,3.724723784795883e-70,4.163033172876998e-68
327,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase","Resolvase, N terminal domain",128,6352,700,1.331860058637417e-49,1.176874804805379e-47
328,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",Recombinase zinc beta ribbon domain,82,6352,345,4.1115783147225034e-41,3.125555324026368e-39
329,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",PAS fold,586,6352,4419,3.097195342567626e-156,6.886097644975356e-154
330,His Kinase A (phospho-acceptor) domain,Hpt domain,29,4527,245,3.5434133770763646e-11,5.55475044714238e-10
331,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",Hpt domain,35,6352,245,1.7723431222593322e-11,2.910781472514393e-10
332,Hpt domain,PAS domain,18,245,3511,4.969186906299298e-06,2.4452136521073437e-05
333,Hpt domain,Recombinase,10,245,708,1.1812191557999148e-07,9.627145638342467e-07
334,Hpt domain,"Resolvase, N terminal domain",10,245,700,1.0642610743607918e-07,8.763730081464792e-07
335,Hpt domain,Recombinase zinc beta ribbon domain,4,245,345,0.0017145925984532993,0.003365543113557895
336,Hpt domain,PAS fold,23,245,4419,1.7777958646816078e-07,1.3725110483607205e-06
337,His Kinase A (phospho-acceptor) domain,His Kinase A (phospho-acceptor) domain,285,4527,4527,2.753245091810756e-39,2.0116200976456187e-37
338,His Kinase A (phospho-acceptor) domain,PAS domain,404,4527,3511,2.622036869545217e-134,5.114703429394949e-132
339,His Kinase A (phospho-acceptor) domain,Recombinase,108,4527,708,7.332356061315348e-48,6.29091810289699e-46
340,His Kinase A (phospho-acceptor) domain,"Resolvase, N terminal domain",103,4527,700,2.989871082367267e-44,2.4055083412493378e-42
341,His Kinase A (phospho-acceptor) domain,Recombinase zinc beta ribbon domain,54,4527,345,2.9836213516443353e-25,1.3588620856376635e-23
342,His Kinase A (phospho-acceptor) domain,PAS fold,442,4527,4419,4.026338477014031e-125,7.17694833527751e-123
343,RuvC endonuclease subdomain 3,RuvC endonuclease subdomain 3,3246,16288,16288,0.0,0.0
344,Cas9 alpha-helical lobe domain,RuvC endonuclease subdomain 3,1523,4180,16288,0.0,0.0
345,Bridge helix of CRISPR-associated endonuclease Cas9,RuvC endonuclease subdomain 3,335,1651,16288,5.7507885510247575e-39,4.1869385517443276e-37
346,Helicase conserved C-terminal domain,"Type I restriction enzyme HindI endonuclease subunit-like, C-terminal",26,8058,93,1.516242191997478e-13,3.104093049894243e-12
347,Helicase conserved C-terminal domain,SWI2/SNF2 ATPase,26,8058,93,1.516242191997478e-13,3.104093049894243e-12
348,DEAD/DEAH box helicase,"Type I restriction enzyme HindI endonuclease subunit-like, C-terminal",19,8905,93,3.4872805230230823e-07,2.4592939759395723e-06
349,DEAD/DEAH box helicase,SWI2/SNF2 ATPase,19,8905,93,3.4872805230230823e-07,2.4592939759395723e-06
350,Putative cell wall binding repeat,SusD family,18,1390,191,5.716060033695267e-14,1.2441155085970214e-12
351,Choline-binding repeat,SusD family,18,1581,191,4.87982738079704e-13,9.474196314811305e-12
352,GDSL-like Lipase/Acylhydrolase family,SusD family,5,268,191,1.544556159391935e-05,6.43757059216832e-05
353,Putative cell wall binding repeat,Starch-binding associating with outer membrane,18,1390,191,5.716060033695267e-14,1.2441155085970214e-12
354,Choline-binding repeat,Starch-binding associating with outer membrane,18,1581,191,4.87982738079704e-13,9.474196314811305e-12
355,GDSL-like Lipase/Acylhydrolase family,Starch-binding associating with outer membrane,5,268,191,1.544556159391935e-05,6.43757059216832e-05
356,"Sigma-70, region 4",von Willebrand factor type A domain,2,1376,346,0.7745987186611414,0.8021825957005119
357,MucBP domain,"Sigma-70, region 4",2,160,1376,0.37581307036391304,0.4044283780532232
358,BspA type Leucine rich repeat region (6 copies),von Willebrand factor type A domain,7,1981,346,0.11623190616902246,0.13654491925781928
359,BspA type Leucine rich repeat region (6 copies),MucBP domain,5,1981,160,0.041425150191339286,0.053713335192897456
360,Sigma-70 region 2,von Willebrand factor type A domain,2,1441,346,0.7960498303818364,0.8232430900672817
