,Pfam_Label,If_Cas_Related_Protein
682,CHASE4 domain,
683,CHAT domain,
684,CHC2 zinc finger,
685,CHRD domain,
686,CHU_C Type IX secretion signal domain,
687,CO dehydrogenase/acetyl-CoA synthase complex beta subunit,
688,CO2 hydration protein (ChpXY),
689,COMC family,
690,CP12 domain,
691,CPSF A subunit region,
692,CPxCG-related zinc finger,
693,CRAL/TRIO domain,
694,"CRAL/TRIO, N-terminal domain",
695,CRS1 / YhbY (CRM) domain,
696,CS1 type fimbrial major subunit,
697,CSS motif domain associated with EAL,
698,CT1975-like protein,
699,CTX phage RstB protein,
700,CUB domain,
701,CW_7 repeat,
702,CXCXC repeat,
703,CYTH domain,
704,Cache domain,
705,Cadherin domain,
706,Cadherin-like,
707,Cadherin-like beta sandwich domain,
708,Cadherin-like domain,
709,Cadmium resistance transporter,
710,Cag pathogenicity island protein Cag12,
711,CagY type 1 repeat,
712,Calcineurin-like phosphoesterase,
713,Calcineurin-like phosphoesterase superfamily domain,
714,Calcium binding,
715,Calcium-activated BK potassium channel alpha subunit,
716,Calcium-activated SK potassium channel,
717,Calcium-binding EGF domain,
718,Calpain family cysteine protease,
719,Calponin homology (CH) domain,
720,Calreticulin family,
721,Calx-beta domain,
722,Calycin-like beta-barrel domain,
723,Camelysin metallo-endopeptidase,
724,Campylobacter major outer membrane protein,
725,CapR homology domain,
726,"Capsular polysaccharide synthesis, CpsB/CapC",
727,Capsule assembly protein Wzi,
728,Capsule biosynthesis GfcC C-terminal,
729,Capsule polysaccharide biosynthesis protein,
730,"CarD, C-terminal",
731,CarD-like/TRCF RID domain,
732,"Carbamoyl-phosphate synthase L chain, ATP binding domain",
733,Carbamoyltransferase C-terminus,
734,Carbamoyltransferase N-terminus,
735,Carbohydrate binding domain,
736,Carbohydrate binding domain (family 11),
737,Carbohydrate binding domain (family 25),
738,Carbohydrate binding domain X2,
739,Carbohydrate binding module (family 35),
740,Carbohydrate binding module (family 6),
741,Carbohydrate binding module 77,
742,"Carbohydrate esterase, sialic acid-specific acetylesterase",
743,Carbohydrate family 9 binding domain-like,
744,Carbohydrate kinase,
745,Carbohydrate phosphorylase,
746,Carbohydrate-binding domain-containing protein Cthe_2159,
747,Carbohydrate-binding family 9,
748,Carbohydrate-binding module 48 (Isoamylase N-terminal domain),
749,"Carbohydrate-selective porin, OprB family",
750,Carbon monoxide dehydrogenase subunit G (CoxG),
751,Carbon-nitrogen hydrolase,
752,Carbonic anhydrase,
753,Carboxyl transferase domain,
754,Carboxylesterase family,
755,"Carboxyltransferase domain, subdomain A and B",
756,Carboxymuconolactone decarboxylase family,
757,CarboxypepD_reg-like domain,
758,Carboxypeptidase regulatory-like domain,
759,Carotenoid biosynthesis protein,
760,Cas3 C-terminal domain,
761,"Cas3, HD domain",
762,Cas5fv helical domain,
763,Cas6 N-terminal domain,
764,Cas6b C-terminal domain,
765,Cas6b N-terminal domain,
766,Cas9 C-terminal domain,
767,Cas9 alpha-helical lobe domain,
768,Caspase domain,
769,"Catenin-beta-like, Arm-motif containing nuclear",
770,Cathepsin propeptide inhibitor domain (I29),
771,Cation efflux family,
772,Cation efflux system protein CusB domain 1,
773,Cation transport ATPase (P-type),
774,Cation transport protein,
775,"Cation transporter/ATPase, N-terminus",
776,"Cation transporting ATPase, C-terminus",
777,Caudoviral major tail protein N-terminus,
778,"Caudovirales tail fibre assembly protein, lambda gpK",
779,Caudovirus prohead serine protease,
780,Caulimovirus viroplasmin,
781,Cbb3-type cytochrome oxidase component FixQ,
782,CbbQ/NirQ/NorQ C-terminal,
783,CbiD,
784,CbiX,
785,CblD like pilus biogenesis initiator,
786,CbtA_toxin of type IV toxin-antitoxin system,
787,CcdB protein,
788,CcdC protein,
789,Cch helix turn helix domain,
790,CcmB protein,
791,CcmE,
792,CdaA N-terminal transmembrane domain,
793,Cell Wall Hydrolase,
794,Cell cycle protein,
795,Cell division protein,
796,"Cell division protein 48 (CDC48), N-terminal domain",
797,"Cell division protein 48 (CDC48), domain 2",
798,Cell division protein CrgA,
799,Cell division protein FtsA,
800,Cell division protein FtsL,
801,"Cell division protein FtsQ/DivIB, C-terminal",
802,Cell division protein SepF,
803,Cell division protein ZapA,
804,Cell division protein ZapB,
805,Cellulase (glycosyl hydrolase family 5),
806,Cellulose binding domain,
807,Cellulose biosynthesis protein BcsE,
808,Cellulose biosynthesis protein BcsG,
809,Cellulose biosynthesis protein BcsQ,
810,Cellulose or protein binding domain,
811,Cellulose synthase,
812,"Cellulose-binding Sde182, nucleoside hydrolase-like domain",
813,"Cellulose-binding protein Sde0182, C-terminal domain",
814,CemA family,
815,Centromere-binding protein HTH domain,
816,Centromere-binding protein ParB C-terminal,
817,"Centrosomal protein CEP104, N-terminal",
818,Ceramidase,
819,ChaC-like protein,
820,Chagasin family peptidase inhibitor I42,
821,Chain length determinant protein,
822,Chalcone isomerase-like,
823,Chalcone-flavanone isomerase,
824,Chaperone for flagella basal body P-ring formation,
825,Chaperone of endosialidase,
826,Chaperonin 10 Kd subunit,
827,CheB methylesterase,
828,CheC-like family,
829,"CheR methyltransferase, SAM binding domain",
830,CheW-like domain,
831,Chemoreceptor zinc-binding domain,
832,Chemotaxis phosphatase CheX,
833,"Chemotaxis phosphatase, CheZ",
834,Chitin recognition protein,
835,Chitin synthase,
836,"Chitinase A, N-terminal domain",
837,Chitinase class I,
838,Chitobiase/beta-hexosaminidase C-terminal domain,
839,Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat,
840,Chloramphenicol acetyltransferase,
841,Chlorophyll A-B binding protein,
842,Chloroplast envelope transporter,
843,Choline-binding repeat,
844,Choline/ethanolamine kinase,
845,Chorismate lyase,
846,Chorismate mutase type II,
847,ChpA-C,
848,Chromo (CHRromatin Organisation MOdifier) domain,
849,Circadian oscillating protein COP23,
850,Circularly permutated YpsA SLOG family,
851,"Citrate synthase, C-terminal domain",
852,Citrate transporter,
853,Class II Aldolase and Adducin N-terminal domain,
854,"Class II release factor RF3, C-terminal domain",
855,Class III signal peptide,
856,Clathrin adaptor complex small chain,
857,Cleaved Adhesin Domain,
858,Clostridial hydrophobic W,
859,Clostripain family,
860,"Clp amino terminal domain, pathogenicity island component",
861,Clp protease,
862,ClpX C4-type zinc finger,
863,Clr5 domain,
864,"Cmr1-like, C-terminal",
865,Cna protein B-type domain,
866,CoA binding domain,
867,CoA enzyme activase uncharacterised domain (DUF2229),
868,CoA-binding domain,
869,CoA-transferase family III,
870,Coatomer epsilon subunit,
871,CobB/CobQ-like glutamine amidotransferase domain,
872,CobD/Cbib protein,
873,CobN/Magnesium Chelatase,
874,CobQ/CobB/MinD/ParA nucleotide binding domain,
875,"CobW/HypB/UreG, nucleotide-binding domain",
876,Cobalamin adenosyltransferase,
877,Cobalamin biosynthesis protein CobT VWA domain,
878,Cobalamin synthesis G C-terminus,
879,Cobalamin synthesis G N-terminal,
880,Cobalamin synthesis protein cobW C-terminal domain,
881,Cobalamin-5-phosphate synthase,
882,"Cobalamin-independent synthase, Catalytic domain",
883,Cobalt chelatase (CbiK),
884,Cobalt transport protein,
885,Cobinamide kinase / cobinamide phosphate guanyltransferase,
886,"Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C terminus",
887,Coenzyme PQQ synthesis protein D (PqqD),
888,Coenzyme Q (ubiquinone) biosynthesis protein Coq4,
889,Cofilin/tropomyosin-type actin-binding protein,
890,Cohesin domain,
891,Coiled stalk of trimeric autotransporter adhesin,
892,Cold shock domain,
893,Colicin E1 (microcin) immunity protein,
894,Colicin Ia,
895,Colicin V production protein,
896,Colicin pore forming domain,
897,Collagen binding domain,
898,Collagen triple helix repeat (20 copies),
899,Collagen-flanked surface repeat,
900,ComK protein,
901,Common central domain of tyrosinase,
902,Competence protein,
903,Competence protein CoiA-like family,
904,Competence-damaged protein,
905,Complex I intermediate-associated protein 30 (CIA30),
906,Concanavalin A-like lectin/glucanases superfamily,
907,Condensation domain,
908,Conjugal transfer protein,
909,Conjugal transfer protein TraD,
910,Conjugal transfer protein TrbL,
911,Conjugative relaxosome accessory transposon protein,
912,Conjugative transposon protein TcpC,
913,Conjugative transposon protein TraL,
914,Conjugative transposon protein TraO,
915,"Conjugative transposon, TraM",
916,Conserved carboxylase domain,
917,Conserved hypothetical ATP binding protein,
918,Conserved hypothetical protein (DUF2461),
919,Conserved hypothetical protein 698,
920,Conserved hypothetical protein 95,
921,"Conserved oligomeric Golgi complex subunit 5, C-terminal",
922,Conserved phage C-terminus (Phg_2220_C),
923,Conserved region in glutamate synthase,
924,Contact-dependent growth inhibition CdiA C-terminal domain,
925,"Control of competence regulator ComK, YlbF/YmcA",
926,CopC domain,
927,CopG antitoxin of type II toxin-antitoxin system,
928,"CopG-like RHH_1 or ribbon-helix-helix domain, RHH_5",
929,Copper amine oxidase N-terminal domain,
930,"Copper amine oxidase, N2 domain",
931,"Copper amine oxidase, enzyme domain",
932,Copper binding periplasmic protein CusF,
933,"Copper binding proteins, plastocyanin/azurin family",
934,Copper chaperone PCu(A)C,
935,Copper fist DNA binding domain,
936,Copper resistance protein B precursor (CopB),
937,Copper resistance protein D,
938,"Copper transport outer membrane protein, MctB",
939,Copper/zinc superoxide dismutase (SODC),
940,CorA-like Mg2+ transporter protein,
941,Core histone H2A/H2B/H3/H4,
942,Core-2/I-Branching enzyme,
943,Cornifin (SPRR) family,
944,CotH kinase protein,
945,CotJB protein,
946,Cotton fibre expressed protein,
947,CpXC protein,
948,CppA C-terminal,
949,CppA N-terminal,
950,"CrcB-like protein, Camphor Resistance (CrcB)",
951,Creatinase/Prolidase N-terminal domain,
952,Creatinine amidohydrolase,
953,Crinkler effector protein N-terminal domain,
954,Cro,
955,Cro/C1-type HTH DNA-binding domain,
956,Crossover junction endodeoxyribonuclease RuvC,
957,Crp-like helix-turn-helix domain,
958,CsbD-like,
959,Csd3 N-terminal,
960,Csm1 subunit domain B,
961,Csm2 Type III-A,
962,Cthe_2314-like HEPN,
963,Ctr copper transporter family,
964,Cullin binding,
965,Cupin,
966,Cupin domain,
967,Cupredoxin-like domain,
968,Curli assembly protein CsgE,
969,Curli production assembly/transport component CsgG,
970,Curlin associated repeat,
971,CutC family,
972,Cutinase,
973,CvfB-like winged helix domain,
974,CxC2 like cysteine cluster associated with KDZ transposases,
975,CxC5 like cysteine cluster associated with KDZ transposases,
976,CxC6 like cysteine cluster associated with KDZ transposases,
977,Cyanobacterial TRADD-N associated 2-Transmembrane domain,
978,Cyclic nucleotide-binding domain,
979,Cyclic-phosphate processing Receiver domain,
980,Cyclin,
981,Cyclin M transmembrane N-terminal domain,
982,Cyclin-dependent kinase inhibitor 3 (CDKN3),
983,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD,
984,Cyclophilin-like family,
985,Cyd operon protein YbgE (Cyd_oper_YbgE),
986,Cys/Met metabolism PLP-dependent enzyme,
987,Cystatin domain,
988,Cysteine protease Prp,
989,Cysteine rich repeat,
990,Cysteine-rich CPCC,
991,Cysteine-rich CWC,
992,Cysteine-rich TM module stress tolerance,
993,Cysteine-rich VLP,
994,Cysteine-rich domain,
995,"Cysteine-rich domain, C-terminal to E2 domain",
996,Cysteine-rich secretory protein family,
997,Cysteine-rich small domain,
998,Cytidine and deoxycytidylate deaminase zinc-binding region,
999,Cytidylate kinase,
1000,Cytidylate kinase-like family,
1001,Cytidylyltransferase,
1002,Cytidylyltransferase family,
1003,Cytidylyltransferase-like,
1004,Cytochrome C and Quinol oxidase polypeptide I,
1005,Cytochrome C biogenesis protein transmembrane region,
1006,"Cytochrome C oxidase subunit II, periplasmic domain",
1007,"Cytochrome C oxidase, cbb3-type, subunit III",
1008,Cytochrome C',
1009,Cytochrome P450,
1010,Cytochrome b(C-terminal)/b6/petD,
1011,Cytochrome b(N-terminal)/b6/petB,
1012,Cytochrome b/b6/petB,
1013,Cytochrome b5-like Heme/Steroid binding domain,
1014,Cytochrome b562,
1015,Cytochrome bd terminal oxidase subunit I,
1016,Cytochrome bd terminal oxidase subunit II,
1017,Cytochrome c,
1018,Cytochrome c oxidase subunit III,
1019,Cytochrome c3,
1020,Cytochrome c552,
1021,Cytochrome c554 and c-prime,
1022,Cytochrome oxidase assembly protein,
1023,Cytochrome oxidase complex assembly protein 1,
1024,"Cytokinin dehydrogenase 1, FAD and cytokinin binding",
1025,Cytoplasmic Fragile-X interacting family,
1026,"Cytosol aminopeptidase family, N-terminal domain",
1027,"Cytosol aminopeptidase family, catalytic domain",
1028,Cytotoxic,
1029,D-Ala-D-Ala carboxypeptidase 3 (S13) family,
1030,D-ala D-ala ligase C-terminus,
1031,D-ala-D-ala dipeptidase,
1032,D-alanyl-D-alanine carboxypeptidase,
1033,D-aminopeptidase,
1034,"D-arabinono-1,4-lactone oxidase",
1035,D-glucuronyl C5-epimerase C-terminus,
1036,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",
1037,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",
1038,D-mannose binding lectin,
1039,D12 class N6 adenine-specific DNA methyltransferase,
1040,D5 N terminal like,
1041,DAHP synthetase I family,
1042,DAK2 domain,
1043,DALR anticodon binding domain,
1044,DC-EC Repeat,
1045,DCC1-like thiol-disulfide oxidoreductase,
1046,DDE domain,
1047,DDE superfamily endonuclease,
1048,DDE_Tnp_1-associated,
1049,DDE_Tnp_1-like zinc-ribbon,
1050,DEAD/DEAH box helicase,
1051,DEAD/H associated,
1052,DEAD_2,
1053,DENN (AEX-3) domain,
1054,DGC-associated coil,
1055,DHH family,
1056,DHHA1 domain,
1057,DHHC palmitoyltransferase,
1058,DHHW protein,
1059,DIL domain,
1060,DJ-1/PfpI family,
1061,DKNYY family,
1062,DNA / pantothenate metabolism flavoprotein,
1063,DNA N-6-adenine-methyltransferase (Dam),
1064,DNA alkylation repair enzyme,
1065,DNA binding domain of tn916 integrase,
1066,DNA binding protein S1FA,
1067,DNA glycosylase AlkZ-like,
1068,DNA gyrase B,
1069,DNA gyrase B subunit insert domain,
1070,"DNA gyrase B subunit, carboxyl terminus",
1071,"DNA gyrase C-terminal domain, beta-propeller",
1072,DNA gyrase inhibitor YacG,
1073,"DNA gyrase/topoisomerase IV, subunit A",
1074,"DNA helicase Pif1, 2B domain",
1075,DNA ligase N terminus,
1076,DNA ligase OB-like domain,
1077,DNA methylase,
1078,DNA mismatch repair enzyme MutH,
1079,DNA mismatch repair protein Mlh1 C-terminus,
1080,"DNA mismatch repair protein, C-terminal domain",
1081,DNA photolyase,
1082,"DNA polymerase III beta subunit, C-terminal domain",
1083,"DNA polymerase III beta subunit, N-terminal domain",
1084,"DNA polymerase III beta subunit, central domain",
1085,"DNA polymerase III delta subunit, C-terminal domain",
1086,DNA polymerase III polC-type N-terminus II,
1087,DNA polymerase III psi subunit,
1088,"DNA polymerase III subunit alpha, C-terminal domain",
1089,DNA polymerase III subunits gamma and tau domain III,
1090,"DNA polymerase III, delta subunit",
1091,"DNA polymerase III, delta subunit, C terminal",
1092,"DNA polymerase III, theta subunit",
1093,DNA polymerase alpha/epsilon subunit B,
1094,DNA polymerase beta palm,
1095,DNA polymerase beta thumb,
1096,DNA polymerase family A,
1097,DNA polymerase family B,
1098,"DNA polymerase family B, exonuclease domain",
1099,"DNA polymerase type B, organellar and viral",
1100,"DNA primase catalytic core, N-terminal domain",
1101,DNA primase small subunit,
1102,DNA recombination-mediator protein A,
1103,DNA repair REX1-B,
1104,DNA repair protein MmcB-like,
1105,DNA replication terminus site-binding protein (Ter protein),
1106,DNA topoisomerase,
1107,"DNA-binding protein Rv2175c, wHTH domain",
1108,DNA-binding transcriptional regulator Cro,
1109,DNA-dependent RNA polymerase,
1110,DNA-directed RNA polymerase N-terminal,
1111,DNA-directed RNA polymerase subunit beta,
1112,DNA-packaging protein gp3,
1113,DNA-sulfur modification-associated,
1114,DNA/RNA non-specific endonuclease,
1115,DOMON domain,
1116,DRTGG domain,
1117,DSBA-like thioredoxin domain,
1118,DTW domain,
1119,DUF1016 N-terminal domain,
1120,DUF1980 C-terminal domain,
1121,DUF1980 N-terminal domain,
1122,DUF218 domain,
1123,"DUF35 OB-fold domain, acyl-CoA-associated",
1124,DUF761-associated sequence motif,
1125,DVNP family,
1126,DYW family of nucleic acid deaminases,
1127,Dak1 domain,
1128,Dam-replacing HTH domain,
1129,DbpA RNA binding domain,
1130,Deacetylase PdaC,
1131,Defence against restriction A C-terminal,
1132,Defence against restriction A N-terminal,
1133,DegT/DnrJ/EryC1/StrS aminotransferase family,
1134,Dehydratase family,
1135,Dehydrin,
1136,Dehydroquinase class II,
1137,Delta endotoxin,
1138,DeoR C terminal sensor domain,
1139,DeoR-like helix-turn-helix domain,
1140,Deoxynucleoside kinase,
1141,Deoxynucleotide monophosphate kinase,
1142,Dephospho-CoA kinase,
1143,Dextransucrase DSRB,
1144,Di-haem cytochrome c peroxidase,
1145,"Di-haem oxidoreductase, putative peroxidase",
1146,Diacylglycerol kinase catalytic domain,
1147,Diaminopimelate epimerase,
